idx,task,label,pred,metakey,prob,correct,error,validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein,source_file
20273,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch2][#Branch1][#C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][Branch2][#Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][=Branch1][S][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch2][Ring1][#Branch2][,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])OC[C@H](O)COP(=O)([O-])OC[C@H](O)COP(=O)([O-])OC[C@@H](O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H](O),"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank1.csv
20409,smol-molecule_generation,<SELFIES>[N][C][=C][N][=C][N][Branch2][#C][Ring1][C@@H1][O][C@@H1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][O][C@@H1][Ring1][S][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C@H1][C@@H1][Branch1][C][O][C@H1][Branch1][#C][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N][O][C@@H1][Ring1][S][C][O,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank1.csv
20477,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch2][=Branch2][=N][O][C@@H1][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C@@H1][Branch2][#Branch1][#C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][/C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C][O][C@H1][Branch1][C][C][C@H1][Ring2][=Branch1][O][N][C][Branch1][C][C][=O][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][C][Branch1][C,CC(=O)N[C@H1]1[C@@H1](O[C@@H1]2[C@@H1](NC(C)=O)[C@@H1](OP(=O)([O-1])OP(=O)([O-1])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H1](C)[C@H1]2NC(C)=O)O[C@H1](CO)[C@H1](O[C@H1]3O[C@H1](CO)[C@H1](O)[C@H1](O)[C@H1]3NC(C)=O)[C@@H1]1O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,1.0,0.0,,,,,131017_chemdfm_test_rank1.csv
20509,smol-molecule_generation,<SELFIES>[C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][=Branch1][Branch2][O][C][C@H1][O][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Ring2][=N][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch2][Ring1][#C][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][O][Ring1][#C][C@@H1][Branch1][C][O][C@@H1][Branch,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank1.csv
20565,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@H1][Branch2][Ring1][#Branch2][O][C@H1][C@H1][Branch1][C][O][C@@H1][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][Branch1][C][O][O][C@@H1][Ring1][N][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch2][#Branch2][#Branch2][O][C@@H1][O][C@H1][Branch2][=Branch1][#Branch1][C][O][C@H1][O][C@H1][Branch2][Ring1][=C][C][O][C@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][=C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][Ring2][Ring2][Ring2][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][S][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank1.csv
20697,smol-molecule_generation,<SELFIES>[C][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch3][Ring1][Ring1][Branch1][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch1][C][N][C@@H1][Branch2][P][O][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][Ring2][S][O][C@H1][O][C@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][N][O][C@H1][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][N][O][C@@H1][Branch2][=N][Ring2][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][=Branch2][#Branch1][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][=Branch1][O][O][C@H1][C@@H1][Branch2][Ring1][=Branch1][C@H1][Branch1][C][O][C][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][O][C@@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][R,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](N)[C@@H](O[C@@H]3[C@H](O)[C@@H](O[C@H]4O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]5[C@@H]([C@H](O)CO[C@H]6OC[C@H](N)[C@H](O)[C@H]6O)O[C@@](O)(C(=O)O)C[C@H]5O)[C@@H]4O)O[C@@H]3CO)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@@H]([C@H](O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank1.csv
29836,smol-retrosynthesis,<SELFIES>[C][N][Branch2][Branch1][Branch1][C][C][=Branch1][C][=O][N][C@H1][C][C][N][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C@@H1][C][C@H1][Branch1][C][S][C][N][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][Ring2][Ring1][#Branch2][C][=Branch2][Ring1][#Branch1][=N][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2].[C][C@@H1][Branch1][C][O][C@H1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][Branch2][Ring1][Branch2][O][P][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][,C[C@@H1](O)[C@H1]1C(=O)N2C(C(=O)OCC3=CC=C([N+1](=O)[O-1])C=C3)=C(S[C@@H1]4CN[C@H1](C(=O)N5CC[C@H1](NC(=O)CN(C)C(=NC(=O)OCC6=CC=C([N+1](=O)[O-1])C=C6)NC(=O)OCC7=CC=C([N+1](=O)[O-1])C=C7)C5)C4)[C@H1](C)[C@H1]12,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,1.0,0.0,,,,,131017_chemdfm_test_rank1.csv
30752,smol-retrosynthesis,<SELFIES>[C][O][C][=C][C][=Branch2][=Branch1][S][=C][Branch1][C][O][C][=C][O][C][Branch2][Ring1][#Branch2][O][C][C][C][Branch1][C][O][C][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][C][=O][C][Branch1][C][C][O][Ring1][N][C][O][C][Branch1][Branch2][C][Branch1][Ring1][O][C][O][C][Branch2][Ring1][Branch1][O][C][Ring1][#Branch2][C][Ring2][Ring1][O][=C][Branch1][C][C][C][=C][Ring2][Ring2][Branch1][Ring2][Ring1][S][C][Ring2][Ring1][=C][C][O][Ring1][Ring1][C][=Branch1][C][=O][C][Branch1][C][O][C][C][Ring2][Ring2][=N][O][C][C][C][Branch1][C][C][Branch1][C][O][C][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][Branch1][C][C][O][Ring1][=N].[C][O][C][=C][C][=Branch2][=Branch1][P][=C][Branch1][C][O][C][=C][O][C][Branch2][Ring1][#Branch2][O][C@H1][C][C@@H1][Branch1][C][O][C@@][Branch1][C][O][Branch1][=Branch1][C][Branch1][C][C][=O][C@H1][Branch1][C][C][O][Ring1][N][C][O][C][Branch1][Branch2][,COC1C(O)C2(C)OC(OCC3C(OC(C)=O)C(C)(O)C(OC(C)=O)C3(C)O)C(O)(OC)C4=CC5CC6(C)C(=O)C(C(C)=O)C7(O)CC6C5C4(O2)C17O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,1.0,0.0,,,,,131017_chemdfm_test_rank1.csv
3526,chebi-20-text2mol,<SELFIES>[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch2][Ring2][Branch1][N][=C][Branch1][C][O][C][C@@H1][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C@H1][Branch2][#Branch1][Branch2][O][C][C@H1][O][C@H1][Branch2][Ring1][=Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][Ring1][=Branch1][N][=C][Branch1][C][O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C@@H1][Ring2][Branch1][=Branch1][O][O][C@H1][Branch2][Branch1][#C][C][O][C@][Branch1][=Branch1,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)(O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank2.csv
3606,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@H1][Branch1][C][C][C@@H1][Branch1][#Branch1][N][=C][Branch1][C][C][O-1][C@H1][Branch2][Branch1][Ring2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch2][Ring1][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][N][=C][Branch1][C][C][O-1][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch2][N][=C][Branch1][C][C][O][C@H1][Ring2][Ring2][,CC(=O)N[C@H1]1[C@@H1](O[C@@H1]2[C@@H1](NC(C)=O)[C@@H1](OP(=O)([O-1])OP(=O)([O-1])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H1](C)[C@H1]2NC(C)=O)O[C@H1](CO)[C@H1](O[C@H1]3O[C@H1](CO)[C@H1](O)[C@H1](O)[C@H1]3NC(C)=O)[C@@H1]1O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,1.0,0.0,,,,,131017_chemdfm_test_rank2.csv
3770,chebi-20-text2mol,<SELFIES>[C][C@@H1][O][C@H1][Branch2][N][P][O][C@@H1][C@@H1][Branch1][P][O][C@@H1][O][C][C@][Branch1][C][C][Branch1][Ring1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch2][#Branch2][P][O][C@H1][C@H1][Branch2][=Branch2][=N][O][C@H1][C@H1][Branch2][Branch2][N][O][C][=Branch1][C][=O][C@][C][C][C][Branch1][C][C][Branch1][C][C][C][C@H1][Ring1][Branch2][C][=C][C][C@@H1][C@@][Branch1][C][C][C][C@H1][Branch1][C][O][C@H1][Branch2][Ring2][Ring2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][O][C][C@][Branch1][C][O][Branch1][Ring1][C][O][C@H1][Ring1][Branch2][O][C@@][Branch1][C][C][Branch1][Ring1][C][O][C@@H1][Ring2][Ring1][S][C@H1][Branch1][C][O][C][C@@][Ring2][Ring2][Branch1][Branch1][C][C][C@][Ring2][Ring2][#Branch2][Branch1][C][C][C][C][Ring2][Branch1][Branch1][O][C][C@H1][Branch1][C][,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O[C@@H]3[C@@H](O)[C@H](C)O[C@@H](O[C@H]4[C@H](OC(=O)[C@]56CCC(C)(C)C[C@H]5C5=CC[C@@H]7[C@@]8(C)C[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@@H]9OC[C@](O)(CO)[C@H]9O)[C@@](C)(CO)[C@@H]8[C@H](O)C[C@@]7(C)[C@]5(C)CC6)OC[C@H](O)[,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank2.csv
4030,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][=Branch1][Ring1][O][C@H1][Branch1][C][C][C][Branch1][C][O][=N][C@@H1][Branch1][C][C][C][Branch1][C][O][=N][C@H1][Branch2][Ring2][#Branch1][C][C][C][Branch1][C][O-1][=N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][Branch1][C][O][=N][C@H1][Branch1][C][C][C][Branch1][C][O-1][=N][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C,CC(=O)N[C@H1]1[C@@H1](OP(=O)([O-1])OP(=O)([O-1])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H1](CO)[C@@H1](O)[C@@H1]1O[C@H1](C)C(=O)N[C@@H1](C)C(=O)N[C@H1](CCC(=O)N[C@@H1](CCCC[NH3+1])C(=O)N[C@H1](C)C(=O)N[C@H1](C)C(=O)[O-1])C(=O)[O-1],"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,1.0,0.0,,,,,131017_chemdfm_test_rank2.csv
4190,chebi-20-text2mol,<SELFIES>[C][C][=Branch1][C][=O][O][C][C@H1][O][C@H1][Branch2][P][O][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][Ring2][S][O][C@H1][O][C@H1][Branch1][#Branch1][C@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][N][O][C@H1][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][N][O][C@@H1][Branch2][=N][Ring2][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][=Branch2][#Branch1][O][C@@H1][C@H1][Branch1][C][O][C@@H1][Branch2][=Branch1][O][O][C@H1][C@@H1][Branch2][Ring1][=Branch1][C@H1][Branch1][C][O][C][O][C@H1][O][C][C@H1][Branch1][C][N][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][O][C@@][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@H1][Ring2][Ring1][#Branch1][O][C@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C@@H1][Branch1,CC(=O)N[C@H]1[C@@H](O[C@@H]2[C@@H](OC[C@H]3O[C@H](O[C@@H]4[C@H](O)[C@@H](O[C@H]5O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H](O[C@H]5O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,0.0,0.0,,,,,131017_chemdfm_test_rank2.csv
4434,chebi-20-text2mol,<SELFIES>[C][C][Branch1][C][C][=C][C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][/C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][C][/C][Branch1][C][C][=C][\C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Branch1][#C][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring2][#Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@@H1][Ring2][Ring1][Branch1][,CC(=O)N[C@H1]1[C@@H1](OP(=O)([O-1])OP(=O)([O-1])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H1](CO)[C@@H1](O)[C@@H1]1O[C@H1]2O[C@H1](CO)[C@@H1](O)[C@H1](O[C@H1]3O[C@H1](CO)[C@@H1](O)[C@H1](O[C@H1]4O[C@H1](CO)[C@@H1](O)[C@H1](O)[C@@H1]4O)[C@@H1]3O)[C@@H1]2O,"validity,exact_match,MACCS_FTS,RDK_FTS,morgan_FTS,levenshtein",,,,1.0,0.0,,,,,131017_chemdfm_test_rank2.csv
